ancestry,cancer_type,gene,cancer_carriers,cancer_n,control_carriers,control_n,cancer_freq_pct,control_freq_pct,enrichment,p_value,q_value,significant
Black/AA,Breast,MUTYH,2,1413,12,4751,0.14154281670205238,0.2525784045464113,0.56,0.7496493726661602,1.0,False
Black/AA,Breast,NF1,4,1413,0,4751,0.28308563340410475,0.0,inf,0.0027522969218673225,0.03352297650834399,True
Black/AA,Breast,PALB2,10,1413,10,4751,0.7077140835102618,0.2104820037886761,3.36,0.007270217332268237,0.06918066180236494,False
Black/AA,Breast,RET,2,1413,0,4751,0.14154281670205238,0.0,inf,0.052519678729998145,0.2704436206521137,False
Black/AA,Breast,TP53,2,1413,1,4751,0.14154281670205238,0.021048200378867607,6.72,0.13350669386995956,0.49576571077320347,False
Black/AA,Breast,MSH2,1,1413,1,4751,0.07077140835102619,0.021048200378867607,3.36,0.40594884820056637,1.0,False
Black/AA,Breast,MSH6,0,1413,3,4751,0.0,0.06314460113660282,0.0,1.0,1.0,False
Black/AA,Breast,PMS2,0,1413,5,4751,0.0,0.10524100189433805,0.0,0.5953353447067136,1.0,False
Black/AA,Breast,MITF,4,1413,5,4751,0.28308563340410475,0.10524100189433805,2.69,0.12898512822901645,0.48488853760167294,False
Black/AA,Breast,RAD51C,1,1413,2,4751,0.07077140835102619,0.042096400757735214,1.68,0.5421699253658698,1.0,False
Black/AA,Breast,RAD51D,2,1413,0,4751,0.14154281670205238,0.0,inf,0.052519678729998145,0.2704436206521137,False
Black/AA,Colorectal,ATM,4,460,9,4751,0.8695652173913043,0.18943380340980845,4.59,0.02250218498896515,0.14895468106825843,False
Black/AA,Colorectal,BARD1,0,460,1,4751,0.0,0.021048200378867607,0.0,1.0,1.0,False
